date,customer_id,income_date,income_type,income_amount
2024-12-31,8624,2024-09-15,2,816.44
2024-12-31,8624,2024-10-15,2,795.08
2024-12-31,8624,2024-11-15,2,804.82
2024-12-31,8624,2024-12-15,2,809.9
2024-12-31,8625,2024-01-05,1,1195.39
2024-12-31,8625,2024-02-05,1,1188.73
2024-12-31,8625,2024-03-05,1,1198.23
2024-12-31,8625,2024-04-05,1,1189.19
2024-12-31,8625,2024-05-05,1,1201.74
2024-12-31,8625,2024-06-05,1,1170.15
2024-12-31,8625,2024-07-05,1,1181.77
2024-12-31,8625,2024-08-05,1,1192.41
2024-12-31,8625,2024-09-05,1,1168.9
2024-12-31,8625,2024-10-05,1,1174.79
2024-12-31,8625,2024-11-05,1,1199.43
2024-12-31,8625,2024-12-05,1,1176.4
2024-12-31,8626,2024-01-10,1,1211.99
2024-12-31,8626,2024-02-10,1,1205.43
2024-12-31,8626,2024-03-10,1,1202.19
2024-12-31,8626,2024-04-10,1,1208.4
2024-12-31,8626,2024-05-10,1,1210.9
2024-12-31,8626,2024-06-10,1,1233.43
2024-12-31,8626,2024-07-10,1,1198.12
2024-12-31,8626,2024-08-10,1,1197.24
2024-12-31,8626,2024-09-10,1,1205.59
2024-12-31,8626,2024-10-10,1,1224.19
2024-12-31,8626,2024-11-10,1,1209.92
2024-12-31,8626,2024-12-10,1,1227.28
2024-12-31,8627,2024-01-10,1,1090.8
2024-12-31,8627,2024-02-10,1,1068.57
2024-12-31,8627,2024-03-10,1,1089.13
2024-12-31,8627,2024-04-10,1,1099.82
2024-12-31,8627,2024-05-10,1,1090.15
2024-12-31,8627,2024-06-10,1,1068.6
2024-12-31,8627,2024-07-10,1,1085
2024-12-31,8627,2024-08-10,1,1092.71
2024-12-31,8627,2024-09-10,1,1087.4
2024-12-31,8627,2024-10-10,1,1087.23
2024-12-31,8627,2024-11-10,1,1075.02
2024-12-31,8627,2024-12-10,1,1088.45
2024-12-31,8630,2024-01-15,1,785.18
2024-12-31,8630,2024-02-15,1,792.47
2024-12-31,8630,2024-03-15,1,785.4
2024-12-31,8630,2024-04-15,1,784.65
2024-12-31,8630,2024-05-15,1,787.88
2024-12-31,8630,2024-06-15,1,792.53
2024-12-31,8630,2024-07-15,1,760.3
2024-12-31,8630,2024-08-15,1,773.72
2024-12-31,8630,2024-09-15,1,794.91
2024-12-31,8630,2024-10-15,1,775.89
2024-12-31,8630,2024-11-15,1,780.87
2024-12-31,8630,2024-12-15,1,772.53
2024-12-31,8631,2024-01-05,2,827.93
2024-12-31,8631,2024-02-05,2,810.13
2024-12-31,8631,2024-03-05,2,844.08
2024-12-31,8631,2024-04-05,2,843.16
2024-12-31,8631,2024-05-05,2,845.98
2024-12-31,8631,2024-06-05,2,811.47
2024-12-31,8631,2024-07-05,2,845.05
2024-12-31,8631,2024-08-05,2,824.54
2024-12-31,8631,2024-09-05,2,839.97
2024-12-31,8631,2024-10-05,2,836.96
2024-12-31,8631,2024-11-05,2,832.82
2024-12-31,8631,2024-12-05,2,842.39
2024-12-31,8632,2024-01-15,2,1242.1
2024-12-31,8632,2024-02-15,2,1232.28
2024-12-31,8632,2024-03-15,2,1246.45
2024-12-31,8632,2024-04-15,2,1237.87
2024-12-31,8632,2024-05-15,2,1256.95
2024-12-31,8632,2024-06-15,2,1267.57
2024-12-31,8632,2024-07-15,2,1245.81
2024-12-31,8632,2024-08-15,2,1258.33
2024-12-31,8632,2024-09-15,2,1263.4
2024-12-31,8632,2024-10-15,2,1260.29
2024-12-31,8632,2024-11-15,2,1239.36
2024-12-31,8632,2024-12-15,2,1236.78
2024-12-31,8633,2024-01-20,1,1097.28
2024-12-31,8633,2024-02-20,1,1087.8
2024-12-31,8633,2024-03-20,1,1112.73
2024-12-31,8633,2024-04-20,1,1098.96
2024-12-31,8633,2024-05-20,1,1117.26
2024-12-31,8633,2024-06-20,1,1099.14
2024-12-31,8633,2024-07-20,1,1093.3
2024-12-31,8633,2024-08-20,1,1114.77
2024-12-31,8633,2024-09-20,1,1106.32
2024-12-31,8633,2024-10-20,1,1095.93
2024-12-31,8633,2024-11-20,1,1110.78
2024-12-31,8633,2024-12-20,1,1096.51
2024-12-31,8634,2024-03-15,2,1266.29
2024-12-31,8634,2024-04-15,2,1247.57
2024-12-31,8634,2024-05-15,2,1262.91
2024-12-31,8634,2024-06-15,2,1271.31
2024-12-31,8634,2024-07-15,2,1259.59
2024-12-31,8634,2024-08-15,2,1252.57
2024-12-31,8634,2024-09-15,2,1282.79
2024-12-31,8634,2024-10-15,2,1252.66
2024-12-31,8634,2024-11-15,2,1256.3
2024-12-31,8634,2024-12-15,2,1256.55
2024-12-31,8636,2024-01-05,1,984.03
2024-12-31,8636,2024-02-05,1,994.02
2024-12-31,8636,2024-03-05,1,989.16
2024-12-31,8636,2024-04-05,1,986.86
2024-12-31,8636,2024-05-05,1,1016.96
2024-12-31,8636,2024-06-05,1,1015.45
2024-12-31,8636,2024-07-05,1,991.69
2024-12-31,8636,2024-08-05,1,980.88
2024-12-31,8636,2024-09-05,1,981.6
2024-12-31,8636,2024-10-05,1,1007.75
2024-12-31,8636,2024-11-05,1,1017.01
2024-12-31,8636,2024-12-05,1,1001.28
2024-12-31,8637,2024-01-20,1,1006.99
2024-12-31,8637,2024-02-20,1,979.43
2024-12-31,8637,2024-03-20,1,974.03
2024-12-31,8637,2024-04-20,1,994.42
2024-12-31,8637,2024-05-20,1,995.75
2024-12-31,8637,2024-06-20,1,985.54
2024-12-31,8637,2024-07-20,1,974.05
2024-12-31,8637,2024-08-20,1,994.37
2024-12-31,8637,2024-09-20,1,969.01
2024-12-31,8637,2024-10-20,1,993.89
2024-12-31,8637,2024-11-20,1,1000.28
2024-12-31,8637,2024-12-20,1,1002.05
2024-12-31,8638,2024-01-10,1,972.07
2024-12-31,8638,2024-02-10,1,962.81
2024-12-31,8638,2024-03-10,1,985.24
2024-12-31,8638,2024-04-10,1,951.23
2024-12-31,8638,2024-05-10,1,982.29
2024-12-31,8638,2024-06-10,1,964
2024-12-31,8638,2024-07-10,1,962.33
2024-12-31,8638,2024-08-10,1,965.44
2024-12-31,8638,2024-09-10,1,983.07
2024-12-31,8638,2024-10-10,1,964.78
2024-12-31,8638,2024-11-10,1,952.64
2024-12-31,8638,2024-12-10,1,950.22
2024-12-31,8639,2024-01-10,2,1017.01
2024-12-31,8639,2024-02-10,2,1039.91
2024-12-31,8639,2024-03-10,2,1034.57
2024-12-31,8639,2024-04-10,2,1009.37
2024-12-31,8639,2024-05-10,2,1016.51
2024-12-31,8639,2024-06-10,2,1017.45
2024-12-31,8639,2024-07-10,2,1014.42
2024-12-31,8639,2024-08-10,2,1006.33
2024-12-31,8639,2024-09-10,2,1027.6
2024-12-31,8639,2024-10-10,2,1023.82
2024-12-31,8639,2024-11-10,2,1021.66
2024-12-31,8639,2024-12-10,2,1036.01
2024-12-31,8640,2024-01-25,1,1045.47
2024-12-31,8640,2024-02-25,1,1057.29
2024-12-31,8640,2024-03-25,1,1060.13
2024-12-31,8640,2024-04-25,1,1063.21
2024-12-31,8640,2024-05-25,1,1054.4
2024-12-31,8640,2024-06-25,1,1063.25
2024-12-31,8640,2024-07-25,1,1047.89
2024-12-31,8640,2024-08-25,1,1055.96
2024-12-31,8640,2024-09-25,1,1046.48
2024-12-31,8640,2024-10-25,1,1055.5
2024-12-31,8640,2024-11-25,1,1033.79
2024-12-31,8640,2024-12-25,1,1041.87
2024-12-31,8641,2024-01-25,1,1018.74
2024-12-31,8641,2024-02-25,1,1041.16
2024-12-31,8641,2024-03-25,1,1029.35
2024-12-31,8641,2024-04-25,1,1020.02
2024-12-31,8641,2024-05-25,1,1026.07
2024-12-31,8641,2024-06-25,1,1032.61
2024-12-31,8641,2024-07-25,1,1029.66
2024-12-31,8641,2024-08-25,1,1032.25
2024-12-31,8641,2024-09-25,1,1018.02
2024-12-31,8641,2024-10-25,1,1017.63
2024-12-31,8641,2024-11-25,1,1015.2
2024-12-31,8641,2024-12-25,1,1027.93
2024-12-31,8642,2024-01-25,1,1011.07
2024-12-31,8642,2024-02-25,1,1004.6
2024-12-31,8642,2024-03-25,1,1012.56
2024-12-31,8642,2024-04-25,1,1004.73
2024-12-31,8642,2024-05-25,1,1009.63
2024-12-31,8642,2024-06-25,1,1035.37
2024-12-31,8642,2024-07-25,1,1024.43
2024-12-31,8642,2024-08-25,1,1017.01
2024-12-31,8642,2024-09-25,1,1020.24
2024-12-31,8642,2024-10-25,1,1015.46
2024-12-31,8642,2024-11-25,1,1010.22
2024-12-31,8642,2024-12-25,1,1009.21
2024-12-31,8643,2024-01-05,1,941.84
2024-12-31,8643,2024-02-05,1,923.9
2024-12-31,8643,2024-03-05,1,922.34
2024-12-31,8643,2024-04-05,1,940.58
2024-12-31,8643,2024-05-05,1,945.11
2024-12-31,8643,2024-06-05,1,919.39
2024-12-31,8643,2024-07-05,1,950.47
2024-12-31,8643,2024-08-05,1,941.03
2024-12-31,8643,2024-09-05,1,943.13
2024-12-31,8643,2024-10-05,1,929.32
2024-12-31,8643,2024-11-05,1,945.58
2024-12-31,8643,2024-12-05,1,953.27
2024-12-31,8644,2024-01-10,1,1132.59
2024-12-31,8644,2024-02-10,1,1129.81
2024-12-31,8644,2024-03-10,1,1139.51
2024-12-31,8644,2024-04-10,1,1123.6
2024-12-31,8644,2024-05-10,1,1110.83
2024-12-31,8644,2024-06-10,1,1139.3
2024-12-31,8644,2024-07-10,1,1132.94
2024-12-31,8644,2024-08-10,1,1116.65
2024-12-31,8644,2024-09-10,1,1141.28
2024-12-31,8644,2024-10-10,1,1136.1
2024-12-31,8644,2024-11-10,1,1138.76
2024-12-31,8644,2024-12-10,1,1123.23
2024-12-31,8645,2024-01-20,1,1082.36
2024-12-31,8645,2024-02-20,1,1075.74
2024-12-31,8645,2024-03-20,1,1098.15
2024-12-31,8645,2024-04-20,1,1082.1
2024-12-31,8645,2024-05-20,1,1107.91
2024-12-31,8645,2024-06-20,1,1096.39
2024-12-31,8645,2024-07-20,1,1102.19
2024-12-31,8645,2024-08-20,1,1088
2024-12-31,8645,2024-09-20,1,1088.01
2024-12-31,8645,2024-10-20,1,1084
2024-12-31,8645,2024-11-20,1,1071.71
2024-12-31,8645,2024-12-20,1,1074.52
2024-12-31,8647,2024-01-10,1,1588.04
2024-12-31,8647,2024-02-10,1,1585.46
2024-12-31,8647,2024-03-10,1,1597.12
2024-12-31,8647,2024-04-10,1,1608.96
2024-12-31,8647,2024-05-10,1,1584.93
2024-12-31,8647,2024-06-10,1,1610.79
2024-12-31,8647,2024-07-10,1,1601.37
2024-12-31,8647,2024-08-10,1,1604.16
2024-12-31,8647,2024-09-10,1,1593.29
2024-12-31,8647,2024-10-10,1,1622.8
2024-12-31,8647,2024-11-10,1,1594.14
2024-12-31,8647,2024-12-10,1,1588.03
2024-12-31,8648,2024-01-25,2,690.39
2024-12-31,8648,2024-02-25,2,717.11
2024-12-31,8648,2024-03-25,2,711.08
2024-12-31,8648,2024-04-25,2,718.46
2024-12-31,8648,2024-05-25,2,690.2
2024-12-31,8648,2024-06-25,2,704.9
2024-12-31,8648,2024-07-25,2,715.19
2024-12-31,8648,2024-08-25,2,686.78
2024-12-31,8648,2024-09-25,2,707.99
2024-12-31,8648,2024-10-25,2,683.22
2024-12-31,8648,2024-11-25,2,715.6
2024-12-31,8648,2024-12-25,2,706.62
2024-12-31,8649,2024-01-05,1,919.62
2024-12-31,8649,2024-02-05,1,924.86
2024-12-31,8649,2024-03-05,1,889.56
2024-12-31,8649,2024-04-05,1,900.16
2024-12-31,8649,2024-05-05,1,921.3
2024-12-31,8649,2024-06-05,1,885.91
2024-12-31,8649,2024-07-05,1,907.16
2024-12-31,8649,2024-08-05,1,897.69
2024-12-31,8649,2024-09-05,1,914.6
2024-12-31,8649,2024-10-05,1,898.51
2024-12-31,8649,2024-11-05,1,923.09
2024-12-31,8649,2024-12-05,1,909
2024-12-31,8651,2024-01-20,1,1462.48
2024-12-31,8651,2024-02-20,1,1494.27
2024-12-31,8651,2024-03-20,1,1496.17
2024-12-31,8651,2024-04-20,1,1494
2024-12-31,8651,2024-05-20,1,1483.58
2024-12-31,8651,2024-06-20,1,1473.03
2024-12-31,8651,2024-07-20,1,1496.56
2024-12-31,8651,2024-08-20,1,1477.92
2024-12-31,8651,2024-09-20,1,1474.46
2024-12-31,8651,2024-10-20,1,1463.41
2024-12-31,8651,2024-11-20,1,1479.83
2024-12-31,8651,2024-12-20,1,1461.39
2024-12-31,8652,2024-01-25,1,1290.83
2024-12-31,8652,2024-02-25,1,1310.22
2024-12-31,8652,2024-03-25,1,1321.11
2024-12-31,8652,2024-04-25,1,1288.93
2024-12-31,8652,2024-05-25,1,1296.83
2024-12-31,8652,2024-06-25,1,1314.91
2024-12-31,8652,2024-07-25,1,1289.25
2024-12-31,8652,2024-08-25,1,1294.04
2024-12-31,8652,2024-09-25,1,1325.73
2024-12-31,8652,2024-10-25,1,1287.35
2024-12-31,8652,2024-11-25,1,1312.46
2024-12-31,8652,2024-12-25,1,1299.16
2024-12-31,8653,2024-01-15,1,915.78
2024-12-31,8653,2024-02-15,1,943.58
2024-12-31,8653,2024-03-15,1,933.43
2024-12-31,8653,2024-04-15,1,950.03
2024-12-31,8653,2024-05-15,1,929.28
2024-12-31,8653,2024-06-15,1,926.01
2024-12-31,8653,2024-07-15,1,928.7
2024-12-31,8653,2024-08-15,1,946.51
2024-12-31,8653,2024-09-15,1,947.51
2024-12-31,8653,2024-10-15,1,949.59
2024-12-31,8653,2024-11-15,1,935.64
2024-12-31,8653,2024-12-15,1,919.53
2024-12-31,8654,2024-01-20,1,993.62
2024-12-31,8654,2024-02-20,1,1009.94
2024-12-31,8654,2024-03-20,1,996.74
2024-12-31,8654,2024-04-20,1,1028.65
2024-12-31,8654,2024-05-20,1,1010.62
2024-12-31,8654,2024-06-20,1,1020.25
2024-12-31,8654,2024-07-20,1,1010.45
2024-12-31,8654,2024-08-20,1,1024.01
2024-12-31,8654,2024-09-20,1,1002.43
2024-12-31,8654,2024-10-20,1,993.62
2024-12-31,8654,2024-11-20,1,1011.98
2024-12-31,8654,2024-12-20,1,994.46
2024-12-31,8655,2024-01-10,1,868.09
2024-12-31,8655,2024-02-10,1,872.38
2024-12-31,8655,2024-03-10,1,859.33
2024-12-31,8655,2024-04-10,1,864.4
2024-12-31,8655,2024-05-10,1,881.1
2024-12-31,8655,2024-06-10,1,881.21
2024-12-31,8655,2024-07-10,1,843.24
2024-12-31,8655,2024-08-10,1,870.38
2024-12-31,8655,2024-09-10,1,861.69
2024-12-31,8655,2024-10-10,1,847.15
2024-12-31,8655,2024-11-10,1,853.56
2024-12-31,8655,2024-12-10,1,869.55
2024-12-31,8657,2024-01-20,1,1302.77
2024-12-31,8657,2024-02-20,1,1318.15
2024-12-31,8657,2024-03-20,1,1301.97
2024-12-31,8657,2024-04-20,1,1297.15
2024-12-31,8657,2024-05-20,1,1280.03
2024-12-31,8657,2024-06-20,1,1317.78
2024-12-31,8657,2024-07-20,1,1317.63
2024-12-31,8657,2024-08-20,1,1314.09
2024-12-31,8657,2024-09-20,1,1286.63
2024-12-31,8657,2024-10-20,1,1312.43
2024-12-31,8657,2024-11-20,1,1293.77
2024-12-31,8657,2024-12-20,1,1314.97
2024-12-31,8658,2024-01-20,2,1056.58
2024-12-31,8658,2024-02-20,2,1066.61
2024-12-31,8658,2024-03-20,2,1049.73
2024-12-31,8658,2024-04-20,2,1054.53
2024-12-31,8658,2024-05-20,2,1048.39
2024-12-31,8658,2024-06-20,2,1062.87
2024-12-31,8658,2024-07-20,2,1042.88
2024-12-31,8658,2024-08-20,2,1063.95
2024-12-31,8658,2024-09-20,2,1057.27
2024-12-31,8658,2024-10-20,2,1075.25
2024-12-31,8658,2024-11-20,2,1045.19
2024-12-31,8658,2024-12-20,2,1064.8
2024-12-31,8659,2024-01-05,1,1365.37
2024-12-31,8659,2024-02-05,1,1379.13
2024-12-31,8659,2024-03-05,1,1360.53
2024-12-31,8659,2024-04-05,1,1377.59
2024-12-31,8659,2024-05-05,1,1371.47
2024-12-31,8659,2024-06-05,1,1375.08
2024-12-31,8659,2024-07-05,1,1378.88
2024-12-31,8659,2024-08-05,1,1385.11
2024-12-31,8659,2024-09-05,1,1367.65
2024-12-31,8659,2024-10-05,1,1385.35
2024-12-31,8659,2024-11-05,1,1384.31
2024-12-31,8659,2024-12-05,1,1364.12
2024-12-31,8660,2024-01-10,1,868.98
2024-12-31,8660,2024-02-10,1,869.6
2024-12-31,8660,2024-03-10,1,856.4
2024-12-31,8660,2024-04-10,1,869.84
2024-12-31,8660,2024-05-10,1,850.21
2024-12-31,8660,2024-06-10,1,871.18
2024-12-31,8660,2024-07-10,1,869.32
2024-12-31,8660,2024-08-10,1,884.77
2024-12-31,8660,2024-09-10,1,845.93
2024-12-31,8660,2024-10-10,1,873.34
2024-12-31,8660,2024-11-10,1,883.3
2024-12-31,8660,2024-12-10,1,883.99
2024-12-31,8661,2024-01-20,1,888.41
2024-12-31,8661,2024-02-20,1,878.87
2024-12-31,8661,2024-03-20,1,875.5
2024-12-31,8661,2024-04-20,1,877.56
2024-12-31,8661,2024-05-20,1,890.42
2024-12-31,8661,2024-06-20,1,877.12
2024-12-31,8661,2024-07-20,1,873.71
2024-12-31,8661,2024-08-20,1,884.68
2024-12-31,8661,2024-09-20,1,887.81
2024-12-31,8661,2024-10-20,1,891.4
2024-12-31,8661,2024-11-20,1,867.62
2024-12-31,8661,2024-12-20,1,856.8
2024-12-31,8663,2024-01-20,1,1342.14
2024-12-31,8663,2024-02-20,1,1343.13
2024-12-31,8663,2024-03-20,1,1341.44
2024-12-31,8663,2024-04-20,1,1341.86
2024-12-31,8663,2024-05-20,1,1308.93
2024-12-31,8663,2024-06-20,1,1312.87
2024-12-31,8663,2024-07-20,1,1330.51
2024-12-31,8663,2024-08-20,1,1330.73
2024-12-31,8663,2024-09-20,1,1322.02
2024-12-31,8663,2024-10-20,1,1320.45
2024-12-31,8663,2024-11-20,1,1347.97
2024-12-31,8663,2024-12-20,1,1315.83
2024-12-31,8664,2024-07-25,2,1133.49
2024-12-31,8664,2024-08-25,2,1117.35
2024-12-31,8664,2024-09-25,2,1118.18
2024-12-31,8664,2024-10-25,2,1106.16
2024-12-31,8664,2024-11-25,2,1126.65
2024-12-31,8664,2024-12-25,2,1120.14
2024-12-31,8665,2024-01-25,1,769.06
2024-12-31,8665,2024-02-25,1,781.6
2024-12-31,8665,2024-03-25,1,781.13
2024-12-31,8665,2024-04-25,1,759.69
2024-12-31,8665,2024-05-25,1,779.35
2024-12-31,8665,2024-06-25,1,772.76
2024-12-31,8665,2024-07-25,1,789.08
2024-12-31,8665,2024-08-25,1,758.34
2024-12-31,8665,2024-09-25,1,778.39
2024-12-31,8665,2024-10-25,1,766.06
2024-12-31,8665,2024-11-25,1,789.33
2024-12-31,8665,2024-12-25,1,779.42
2024-12-31,8666,2024-01-15,1,1051.88
2024-12-31,8666,2024-02-15,1,1038.02
2024-12-31,8666,2024-03-15,1,1047.56
2024-12-31,8666,2024-04-15,1,1051.3
2024-12-31,8666,2024-05-15,1,1040.63
2024-12-31,8666,2024-06-15,1,1026.17
2024-12-31,8666,2024-07-15,1,1030.96
2024-12-31,8666,2024-08-15,1,1053.43
2024-12-31,8666,2024-09-15,1,1031.3
2024-12-31,8666,2024-10-15,1,1051.29
2024-12-31,8666,2024-11-15,1,1050.28
2024-12-31,8666,2024-12-15,1,1041.57
2024-12-31,8667,2024-01-05,1,799.93
2024-12-31,8667,2024-02-05,1,788.84
2024-12-31,8667,2024-03-05,1,761.85
2024-12-31,8667,2024-04-05,1,793.1
2024-12-31,8667,2024-05-05,1,791.15
2024-12-31,8667,2024-06-05,1,778.2
2024-12-31,8667,2024-07-05,1,767.57
2024-12-31,8667,2024-08-05,1,798.36
2024-12-31,8667,2024-09-05,1,782.39
2024-12-31,8667,2024-10-05,1,798.72
2024-12-31,8667,2024-11-05,1,763.08
2024-12-31,8667,2024-12-05,1,770.6
2024-12-31,8668,2024-01-10,1,986.42
2024-12-31,8668,2024-02-10,1,1002.41
2024-12-31,8668,2024-03-10,1,1017.78
2024-12-31,8668,2024-04-10,1,997.99
2024-12-31,8668,2024-05-10,1,983.96
2024-12-31,8668,2024-06-10,1,1008.33
2024-12-31,8668,2024-07-10,1,999.8
2024-12-31,8668,2024-08-10,1,983.75
2024-12-31,8668,2024-09-10,1,1007.39
2024-12-31,8668,2024-10-10,1,990.24
2024-12-31,8668,2024-11-10,1,992.14
2024-12-31,8668,2024-12-10,1,1005.92
2024-12-31,8669,2024-01-05,2,1005.9
2024-12-31,8669,2024-02-05,2,984.42
2024-12-31,8669,2024-03-05,2,991.52
2024-12-31,8669,2024-04-05,2,982.23
2024-12-31,8669,2024-05-05,2,994.34
2024-12-31,8669,2024-06-05,2,1009.52
2024-12-31,8669,2024-07-05,2,984
2024-12-31,8669,2024-08-05,2,1004.78
2024-12-31,8669,2024-09-05,2,995.58
2024-12-31,8669,2024-10-05,2,977.47
2024-12-31,8669,2024-11-05,2,1006.62
2024-12-31,8669,2024-12-05,2,1007.66
2024-12-31,8671,2024-01-25,2,1125.26
2024-12-31,8671,2024-02-25,2,1136.82
2024-12-31,8671,2024-03-25,2,1152.23
2024-12-31,8671,2024-04-25,2,1149.07
2024-12-31,8671,2024-05-25,2,1120.91
2024-12-31,8671,2024-06-25,2,1135.7
2024-12-31,8671,2024-07-25,2,1141.69
2024-12-31,8671,2024-08-25,2,1148.29
2024-12-31,8671,2024-09-25,2,1156.98
2024-12-31,8671,2024-10-25,2,1148.52
2024-12-31,8671,2024-11-25,2,1127.5
2024-12-31,8671,2024-12-25,2,1160.01
2024-12-31,8672,2024-01-10,2,1076.6
2024-12-31,8672,2024-02-10,2,1061.52
2024-12-31,8672,2024-03-10,2,1051.9
2024-12-31,8672,2024-04-10,2,1083.79
2024-12-31,8672,2024-05-10,2,1071.62
2024-12-31,8672,2024-06-10,2,1084.75
2024-12-31,8672,2024-07-10,2,1068.92
2024-12-31,8672,2024-08-10,2,1087.2
2024-12-31,8672,2024-09-10,2,1050.54
2024-12-31,8672,2024-10-10,2,1073.63
2024-12-31,8672,2024-11-10,2,1060.55
2024-12-31,8672,2024-12-10,2,1048.57
2024-12-31,8673,2024-01-15,2,1061.65
2024-12-31,8673,2024-02-15,2,1071.46
2024-12-31,8673,2024-03-15,2,1082.13
2024-12-31,8673,2024-04-15,2,1075.53
2024-12-31,8673,2024-05-15,2,1059.23
2024-12-31,8673,2024-06-15,2,1050.18
2024-12-31,8673,2024-07-15,2,1043.56
2024-12-31,8673,2024-08-15,2,1077.44
2024-12-31,8673,2024-09-15,2,1044.5
2024-12-31,8673,2024-10-15,2,1080.47
2024-12-31,8673,2024-11-15,2,1076.84
2024-12-31,8673,2024-12-15,2,1074.49
2024-12-31,8674,2024-01-25,1,1122.54
2024-12-31,8674,2024-02-25,1,1115.38
2024-12-31,8674,2024-03-25,1,1113.49
2024-12-31,8674,2024-04-25,1,1112.59
2024-12-31,8674,2024-05-25,1,1085.66
2024-12-31,8674,2024-06-25,1,1085.72
2024-12-31,8674,2024-07-25,1,1123.1
2024-12-31,8674,2024-08-25,1,1114.12
2024-12-31,8674,2024-09-25,1,1093.66
2024-12-31,8674,2024-10-25,1,1085.86
2024-12-31,8674,2024-11-25,1,1087.21
2024-12-31,8674,2024-12-25,1,1102.88
2024-12-31,8675,2024-02-10,1,1297.14
2024-12-31,8675,2024-03-10,1,1268.94
2024-12-31,8675,2024-04-10,1,1262.79
2024-12-31,8675,2024-05-10,1,1280.79
2024-12-31,8675,2024-06-10,1,1287.86
2024-12-31,8675,2024-07-10,1,1285.28
2024-12-31,8675,2024-08-10,1,1297.7
2024-12-31,8675,2024-09-10,1,1284.93
2024-12-31,8675,2024-10-10,1,1272.6
2024-12-31,8675,2024-11-10,1,1297.59
2024-12-31,8675,2024-12-10,1,1287.16
2024-12-31,8677,2024-01-25,1,858.68
2024-12-31,8677,2024-02-25,1,850.53
2024-12-31,8677,2024-03-25,1,862.57
2024-12-31,8677,2024-04-25,1,839.08
2024-12-31,8677,2024-05-25,1,862.49
2024-12-31,8677,2024-06-25,1,840.37
2024-12-31,8677,2024-07-25,1,853.39
2024-12-31,8677,2024-08-25,1,851.65
2024-12-31,8677,2024-09-25,1,856.95
2024-12-31,8677,2024-10-25,1,830
2024-12-31,8677,2024-11-25,1,838.14
2024-12-31,8677,2024-12-25,1,829.74
2024-12-31,8678,2024-01-10,1,944.47
2024-12-31,8678,2024-02-10,1,956.8
2024-12-31,8678,2024-03-10,1,969.35
2024-12-31,8678,2024-04-10,1,965.54
2024-12-31,8678,2024-05-10,1,974.73
2024-12-31,8678,2024-06-10,1,976.81
2024-12-31,8678,2024-07-10,1,958.1
2024-12-31,8678,2024-08-10,1,965.64
2024-12-31,8678,2024-09-10,1,958.04
2024-12-31,8678,2024-10-10,1,966.53
2024-12-31,8678,2024-11-10,1,938.74
2024-12-31,8678,2024-12-10,1,950.31
2024-12-31,8679,2024-01-05,1,1137.37
2024-12-31,8679,2024-02-05,1,1099.03
2024-12-31,8679,2024-03-05,1,1112.42
2024-12-31,8679,2024-04-05,1,1119.92
2024-12-31,8679,2024-05-05,1,1123.82
2024-12-31,8679,2024-06-05,1,1121.84
2024-12-31,8679,2024-07-05,1,1125.92
2024-12-31,8679,2024-08-05,1,1106.22
2024-12-31,8679,2024-09-05,1,1100.08
2024-12-31,8679,2024-10-05,1,1130.61
2024-12-31,8679,2024-11-05,1,1123.36
2024-12-31,8679,2024-12-05,1,1108.7
2024-12-31,8680,2024-01-20,1,1070.1
2024-12-31,8680,2024-02-20,1,1091.59
2024-12-31,8680,2024-03-20,1,1066.66
2024-12-31,8680,2024-04-20,1,1086.41
2024-12-31,8680,2024-05-20,1,1070.98
2024-12-31,8680,2024-06-20,1,1093.52
2024-12-31,8680,2024-07-20,1,1093.37
2024-12-31,8680,2024-08-20,1,1066.86
2024-12-31,8680,2024-09-20,1,1087.55
2024-12-31,8680,2024-10-20,1,1092.06
2024-12-31,8680,2024-11-20,1,1071.91
2024-12-31,8680,2024-12-20,1,1077.02
2024-12-31,8681,2024-09-10,2,1166.36
2024-12-31,8681,2024-10-10,2,1164.13
2024-12-31,8681,2024-11-10,2,1166.18
2024-12-31,8681,2024-12-10,2,1138.58
2024-12-31,8682,2024-01-20,1,1368.56
2024-12-31,8682,2024-02-20,1,1341.69
2024-12-31,8682,2024-03-20,1,1361.8
2024-12-31,8682,2024-04-20,1,1344.75
2024-12-31,8682,2024-05-20,1,1345.71
2024-12-31,8682,2024-06-20,1,1344.95
2024-12-31,8682,2024-07-20,1,1342.72
2024-12-31,8682,2024-08-20,1,1340.98
2024-12-31,8682,2024-09-20,1,1363.91
2024-12-31,8682,2024-10-20,1,1361.88
2024-12-31,8682,2024-11-20,1,1341.85
2024-12-31,8682,2024-12-20,1,1339.97
2024-12-31,8683,2024-01-25,1,862.15
2024-12-31,8683,2024-02-25,1,862.49
2024-12-31,8683,2024-03-25,1,861.49
2024-12-31,8683,2024-04-25,1,871.92
2024-12-31,8683,2024-05-25,1,834.78
2024-12-31,8683,2024-06-25,1,854.08
2024-12-31,8683,2024-07-25,1,863.51
2024-12-31,8683,2024-08-25,1,834.66
2024-12-31,8683,2024-09-25,1,848.52
2024-12-31,8683,2024-10-25,1,862.4
2024-12-31,8683,2024-11-25,1,856.3
2024-12-31,8683,2024-12-25,1,869.2
2024-12-31,8684,2024-05-20,1,771.52
2024-12-31,8684,2024-06-20,1,786.56
2024-12-31,8684,2024-07-20,1,787.3
2024-12-31,8684,2024-08-20,1,805.06
2024-12-31,8684,2024-09-20,1,802.26
